,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
79,79,79,79,79,79,201620249,11 07 49.102,+02 21 24.09,1,14.974,,,462-047385,11074913+0221240,1992-301-3-0114-0030,EXTENDED,gri,-9.2,18.2,-1.3,18.2,,,16.48,0.06,15.392,0.1,,,15.891,0.01,15.044,0.08,14.58,0.1,,,14.234,0.085,13.45,0.111,13.23,0.087,,,,,,,,
80,80,80,80,80,80,201620332,11 04 42.898,+02 21 29.27,1,17.755,,,,11044289+0221292,1992-301-3-0109-0143,EXTENDED,gri,-2,3,4,3,,,,,,,20.641,0.089,18.719,0.01,17.754,0.007,17.342,0.007,16.993,0.019,16.515,0.17,15.783,0.16,15.127,0.205,,,,,,,,
81,81,81,81,81,81,201620374,11 04 12.145,+02 21 31.14,1,14.983,,,462-047286,11041214+0221310,1992-301-3-0108-0157,STAR,JHK,-103.2,3.1,39.8,2.9,,,,,,,,,,,,,,,,,13.014,0.026,12.427,0.022,12.24,0.027,3728,5.001,-0.224,0.276,0.297,12.67,120.4,0.021
82,82,82,82,82,82,201620504,11 04 14.012,+02 21 38.36,1,17.721,,,,11041401+0221383,1992-301-3-0108-0164,EXTENDED,gri,1,3,7,3,,,,,,,20.763,0.092,18.704,0.01,17.733,0.007,17.3,0.007,16.946,0.017,16.173,0.129,15.433,0.137,15.024,0.142,,,,,,,,
83,83,83,83,83,83,201620513,11 05 57.633,+02 21 38.84,1,12.892,,,462-047338,11055761+0221388,,STAR,gri,0,2.6,3.6,2,,,14.297,0.01,13.23,0.02,,,13.794,0.04,12.868,0.05,12.506,0.11,,,11.306,0.021,10.775,0.022,10.672,0.023,4746,2.406,-0.265,9.723,0.98,9.66E-04,2378,0.035
84,84,84,84,84,84,201620692,11 05 37.603,+02 21 48.62,1,9.197,54220,262-201-1,462-047327,11053760+0221485,,STAR,gri,-12.93,1.02,-1.53,0.85,7.86,1.13,9.095,0.019,8.728,0.015,,,9.385,0.03,9.135,0.04,8.502,0.06,,,8.048,0.019,7.953,0.051,7.868,0.024,6756,4.2,-0.007,1.517,1.387,0.374,127.2,0.022
85,85,85,85,85,85,201620694,11 06 32.504,+02 21 48.98,1,17.834,,,,11063250+0221489,1992-301-3-0112-0131,STAR,gri,-1,3,3,3,,,,,,,19.889,0.031,18.412,0.007,17.832,0.006,17.586,0.007,17.435,0.015,16.484,0.146,15.916,0.165,,,,,,,,,,
86,86,86,86,86,86,201620702,11 04 54.160,+02 21 49.39,1,14.939,,,462-047308,11045415+0221492,1992-301-3-0109-0045,EXTENDED,gri,-2.9,4.4,-5.2,4.4,,,16.426,0.02,15.28,0.06,,,15.844,0.05,14.976,0.08,14.551,0.09,,,13.637,0.061,12.922,0.075,12.532,0.052,,,,,,,,
87,87,87,87,87,87,201620724,11 05 46.369,+02 21 50.88,1,10.499,,262-121-1,462-047334,11054635+0221507,,STAR,gri,-18.9,1.7,8.4,1.7,,,11.532,0.096,10.712,0.072,,,11.206,0.04,10.478,0.02,10.196,0.1,,,9.033,0.026,8.575,0.071,8.459,0.021,4965,2.523,-0.558,8.575,0.967,0.001,806.8,0.031
88,88,88,88,88,88,201620783,11 04 24.684,+02 21 53.11,1,12.248,,,462-047293,11042468+0221530,,STAR,gri,-35.5,1.2,-2.9,1.6,,,13.034,0.02,12.385,0.01,,,12.674,0.03,12.212,0.01,12.065,0.08,,,11.16,0.022,10.854,0.023,10.801,0.023,5909,4.373,-0.119,1.079,1.018,0.788,355.8,0.029
89,89,89,89,89,89,201620887,11 06 10.764,+02 21 58.01,1,16.676,,,,11061076+0221580,1992-301-3-0111-0102,EXTENDED,gri,2,3,-1,3,,,,,,,19.542,0.057,17.647,0.007,16.683,0.005,16.26,0.005,15.948,0.012,15.718,0.103,14.94,0.112,14.226,0.108,,,,,,,,
90,90,90,90,90,90,201621061,11 04 53.494,+02 22 06.60,1,16.223,,,462-047307,11045349+0222064,,STAR,JHK,-27.7,18.2,45.1,18.1,,,,,,,,,,,,,,,,,14.064,0.033,13.444,0.035,13.234,0.04,3834,4.921,-0.122,0.354,0.388,8.657,242.7,0.028
91,91,91,91,91,91,201621167,11 01 16.432,+02 22 11.92,1,19.043,,,,,1462-301-4-0267-0131,STAR,gri,-1,4,-2,4,,,,,,,19.25,0.026,19.023,0.01,19.049,0.013,18.834,0.014,18.942,0.054,,,,,,,,,,,,,,
92,92,92,92,92,92,201621193,11 04 31.420,+02 22 13.36,1,15.724,,,,11043142+0222133,1462-301-4-0272-0151,EXTENDED,gri,-3,3,-4,3,,,,,,,18.047,0.028,16.542,0.004,15.788,0.004,15.373,0.004,15.086,0.009,15.15,0.093,14.629,0.111,14.282,0.108,,,,,,,,
93,93,93,93,93,93,201621388,11 07 35.899,+02 22 25.00,1,18.584,,,,11073589+0222250,1992-301-3-0114-0150,STAR,gri,0,3,0,3,,,,,,,19.448,0.025,18.964,0.009,18.62,0.009,18.421,0.01,18.253,0.028,16.888,0.203,15.885,0.153,15.379,0.196,5935,4.44,-1.72,0.845,0.777,1.2,3714,0.033
94,94,94,94,94,94,201621491,11 03 39.974,+02 22 30.81,1,17.471,,,,,1462-301-4-0271-0118,EXTENDED,gri,-5,3,-4,3,,,,,,,18.874,0.047,17.871,0.008,17.568,0.009,17.299,0.01,17.123,0.034,,,,,,,,,,,,,,
95,95,95,95,95,95,201621606,11 02 08.347,+02 22 37.02,1,12.628,,,462-047228,11020834+0222369,,STAR,gri,-33.1,1.1,-10.6,1.7,,,13.309,0.03,12.756,0.03,,,12.976,0.02,12.621,0.01,12.478,0.01,,,11.633,0.026,11.341,0.023,11.276,0.027,6106,4.255,-0.64,1.155,0.901,0.544,465.5,0.038
96,96,96,96,96,96,201621650,11 04 59.256,+02 22 39.47,1,12.084,,,462-047313,11045924+0222394,,STAR,gri,1.4,1.1,-12.3,2.3,,,13.313,0.01,12.366,0.01,,,12.851,0.04,12.083,0.04,11.756,0.06,,,10.729,0.023,10.233,0.022,10.128,0.02,4918,3.035,-0.402,4.691,0.996,0.008,978.5,0.035
97,97,97,97,97,97,201621719,11 00 32.321,+02 22 42.61,1,11.19,,262-138-1,462-047196,11003232+0222425,,STAR,gri,35.2,1.8,-52.4,1.8,,,11.836,0.169,11.068,0.112,,,11.59,0.01,11.146,0.04,11.019,0.01,,,10.112,0.023,9.772,0.022,9.719,0.019,5881,4.39,-0.265,1.038,0.949,0.849,202.9,0.028
98,98,98,98,98,98,201621763,11 04 37.242,+02 22 44.42,1,14.089,,,462-047302,11043723+0222444,1462-301-4-0272-0066,STAR,gri,-92.9,2.3,35.6,3.7,,,16.076,0.03,14.706,0.01,,,15.466,0.02,14.128,0.04,13.499,0.16,,,12.025,0.026,11.379,0.023,11.173,0.023,3875,4.894,-0.118,0.39,0.434,7.244,110.1,0.02
99,99,99,99,99,99,201621997,11 03 58.751,+02 22 58.59,1,18.166,,,,11035875+0222585,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.615,0.152,15.642,0.141,14.934,0.136,3639,4.997,-0.185,0.246,0.246,14.45,564.4,0.032
100,100,100,100,100,100,201622060,11 03 53.332,+02 23 02.68,1,11.653,,262-207-1,462-047274,11035331+0223027,,STAR,gri,-11.8,2,-22.9,2.1,,,12.564,0.281,11.772,0.186,,,12.029,0.02,11.613,0.01,11.491,0.07,,,10.621,0.026,10.322,0.022,10.249,0.019,6012,4.216,-0.13,1.316,1.076,0.436,331.5,0.03
101,101,101,101,101,101,201622073,11 06 42.622,+02 23 03.47,1,17.577,,,,11064262+0223034,1462-301-4-0276-0106,EXTENDED,gri,-4,3,-4,3,,,,,,,20.767,0.158,18.761,0.014,17.55,0.008,17.07,0.007,16.669,0.02,15.996,0.11,15.682,0.141,14.663,0.125,,,,,,,,
102,102,102,102,102,102,201622165,10 59 35.612,+02 23 08.85,1,11.57,,,462-047175,10593561+0223089,,STAR,gri,-38,1.1,-9.9,1.4,,,12.522,0.01,11.739,0.03,,,12.079,0.01,11.523,0.04,11.351,0.01,,,10.326,0.02,9.947,0.022,9.895,0.022,5543,4.479,-0.136,0.923,0.947,1.192,192.2,0.031
103,103,103,103,103,103,201622208,10 59 46.885,+02 23 10.87,1,14.187,,,462-047180,10594689+0223109,1462-301-4-0264-0081,STAR,gri,-10.4,2,-6.3,2.2,,,15.112,0.04,14.332,0.01,,,14.662,0.01,14.131,0.03,13.983,0.02,,,12.999,0.028,12.745,0.028,12.619,0.035,5078,3.553,-0.339,2.843,1.083,0.045,1794,0.035
104,104,104,104,104,104,201622240,11 04 30.122,+02 23 12.51,1,14.878,,,462-047295,11043012+0223125,,STAR,gri,-1.8,4.5,-7.8,5.8,,,15.785,0.04,15.041,0.05,,,15.405,0.04,14.872,0.04,14.652,0.05,,,13.628,0.024,13.167,0.03,13.112,0.043,5286,3.635,-0.917,1.79,0.821,0.083,1697,0.03
105,105,105,105,105,105,201622260,11 05 59.612,+02 23 13.87,1,17.306,,,,11055961+0223138,1462-301-4-0275-0133,STAR,gri,-4,3,0,3,,,,,,,20.883,0.083,18.245,0.007,17.262,0.005,16.903,0.005,16.745,0.012,15.504,0.061,15.021,0.077,15.127,0.181,4532,4.692,-0.339,0.597,0.651,2.977,988.3,0.033
106,106,106,106,106,106,201622295,11 04 51.483,+02 23 16.12,1,13.39,,,462-047306,11045147+0223161,,STAR,gri,-8.8,3.4,-8.1,4.2,,,14.652,0.09,13.664,0.07,,,14.158,0.06,13.34,0.07,13.061,0.13,,,11.94,0.023,11.347,0.022,11.193,0.023,4705,2.93,-0.29,4.971,0.92,0.005,1815,0.034
107,107,107,107,107,107,201622350,10 59 48.064,+02 23 19.59,1,17.445,,,,10594806+0223195,1462-301-4-0264-0156,STAR,gri,1,3,-6,3,,,,,,,21.597,0.148,18.699,0.008,17.425,0.005,16.907,0.005,16.619,0.01,15.32,0.079,14.689,0.073,14.735,0.141,4059,4.829,-0.161,0.455,0.507,5.307,600.9,0.033
108,108,108,108,108,108,201622478,11 02 56.520,+02 23 25.63,1,18.624,,,,11025652+0223256,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.169,0.111,15.491,0.124,15.239,0.176,3873,4.911,-0.26,0.349,0.373,8.686,611.8,0.033
109,109,109,109,109,109,201622913,11 02 17.906,+02 23 47.43,1,17.974,,,,11021790+0223474,1462-301-4-0268-0137,STAR,gri,-33,4,-102,4,,,,,,,22.832,0.398,20.138,0.02,18.683,0.01,17.047,0.006,16.161,0.008,14.632,0.039,14.147,0.039,13.923,0.051,3490,5.076,-0.074,0.212,0.194,19.97,165.9,0.026
110,110,110,110,110,110,201623054,11 02 02.959,+02 23 54.01,1,18.386,,,,11020295+0223540,1462-301-4-0268-0157,STAR,gri,-53,4,-14,4,,,,,,,23.26,0.56,20.376,0.024,18.971,0.012,17.533,0.007,16.726,0.011,15.176,0.045,14.626,0.068,14.36,0.087,3675,5.009,-0.116,0.273,0.279,13.6,290.7,0.029
111,111,111,111,111,111,201623069,11 06 15.790,+02 23 54.83,1,8.502,54281,262-131-1,462-047346,11061578+0223547,,STAR,gri,-15.16,0.86,0.62,0.75,6.19,0.96,9.226,0.02,8.603,0.015,,,9.423,0.03,8.968,0.04,8.108,0.06,,,7.544,0.021,7.231,0.033,7.153,0.017,5885,3.78,-0.017,2.459,1.431,0.09,161.6,0.026
112,112,112,112,112,112,201623145,11 02 15.189,+02 23 59.63,1,13.004,,,462-047231,11021518+0223595,,STAR,gri,-20.4,2.2,-11.6,2.3,,,14.072,0.03,13.232,0.01,,,13.622,0.02,12.981,0.01,12.739,0.03,,,11.622,0.024,11.171,0.022,11.123,0.024,5176,3.477,-0.726,2.535,0.884,0.037,875.2,0.032
113,113,113,113,113,113,201623226,11 07 37.066,+02 24 03.43,1,18.15,,,,11073706+0224034,1462-301-4-0277-0196,STAR,gri,6,3,-39,3,,,,,,,21.214,0.121,19.103,0.011,18.136,0.007,17.742,0.007,17.574,0.021,16.258,0.122,15.673,0.144,,,,,,,,,,
114,114,114,114,114,114,201623257,11 01 24.715,+02 24 04.77,1,12.308,,,463-048075,11012472+0224047,,STAR,gri,1.2,1.3,-6.5,2.2,,,13.728,0.02,12.587,0.03,,,13.143,0.01,12.244,0.02,11.949,0.03,,,10.682,0.026,10.125,0.022,9.979,0.025,4703,2.54,-0.203,8.328,1.082,0.002,1614,0.036
115,115,115,115,115,115,201623272,11 06 31.411,+02 24 05.70,1,14.455,,,463-048200,11063140+0224057,1462-301-4-0275-0119,STAR,gri,-18.1,2.5,0.5,2.9,,,15.932,0.05,14.846,0.09,,,15.415,0.03,14.432,0.06,14.043,0.06,,,12.848,0.024,12.304,0.027,12.251,0.029,4696,4.636,0.007,0.691,0.76,2.241,359.6,0.032
116,116,116,116,116,116,201623314,11 00 24.588,+02 24 07.97,1,16.795,,,,11002458+0224079,1462-301-4-0265-0126,STAR,gri,-36,3,-6,3,,,,,,,20.923,0.082,18.507,0.008,17.154,0.005,16.061,0.004,15.449,0.006,14.122,0.028,13.56,0.029,13.389,0.041,3760,4.947,-0.089,0.329,0.362,9.346,227.6,0.028
117,117,117,117,117,117,201623448,11 02 48.356,+02 24 16.41,1,17.329,,,,11024835+0224164,1462-301-4-0269-0128,EXTENDED,gri,3,3,-2,3,,,,,,,19.171,0.042,18.027,0.008,17.427,0.007,17.03,0.007,16.837,0.024,16.15,0.123,15.662,0.175,,,,,,,,,,
118,118,118,118,118,118,201623603,11 01 36.427,+02 24 24.51,1,11.063,,262-105-1,463-048084,11013642+0224245,,STAR,gri,40.8,2.3,-17.8,2.2,,,12.012,0.235,11.084,0.119,,,11.714,0.01,11.012,0.01,10.784,0.01,,,9.677,0.026,9.187,0.022,9.035,0.028,5032,3.246,-0.59,3.555,0.929,0.016,485.6,0.032
119,119,119,119,119,119,201623743,11 07 17.269,+02 24 33.10,1,17.691,,,,11071726+0224330,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.181,0.116,15.463,0.114,14.913,0.153,3750,4.988,-0.21,0.283,0.302,11.1,537.6,0.032
120,120,120,120,120,120,201623843,10 59 43.470,+02 24 38.67,1,17.426,,,,10594346+0224386,1462-301-4-0264-0139,EXTENDED,gri,5,3,0,3,,,,,,,20.113,0.103,18.444,0.011,17.439,0.008,16.989,0.008,16.653,0.022,16.161,0.152,15.446,0.146,14.831,0.16,,,,,,,,
121,121,121,121,121,121,201623924,11 07 13.260,+02 24 43.75,1,10.83,,262-30-1,463-048217,11071326+0224437,,STAR,gri,-46.3,1.4,-14.9,1.4,,,11.345,0.075,10.912,0.077,,,11.048,0.01,10.758,0.15,10.556,0.06,,,9.869,0.026,9.589,0.023,9.497,0.021,6045,4.223,-0.144,1.285,1.079,0.449,227.8,0.029
122,122,122,122,122,122,201623990,11 03 50.244,+02 24 47.92,1,18.092,,,,11035024+0224479,1462-301-4-0271-0145,STAR,gri,-2,4,-155,4,,,,,,,22.406,0.273,19.586,0.014,18.103,0.007,17.452,0.007,17.065,0.014,15.854,0.076,15.377,0.105,15.073,0.16,3716,5.161,-0.797,0.177,0.167,29.93,266,0.035
123,123,123,123,123,123,201623998,11 06 06.618,+02 24 48.45,1,16.455,,,463-048192,11060660+0224487,1462-301-4-0275-0143,STAR,JHK,-1.7,2.9,-7.5,3.3,,,,,,,,,,,,,,,,,14.769,0.045,14.184,0.027,14.087,0.069,4545,4.679,-0.205,0.604,0.656,2.86,736.3,0.033
124,124,124,124,124,124,201624188,11 00 52.164,+02 24 59.37,1,11.472,,,463-048059,11005217+0224593,,STAR,gri,-30.8,1,11.5,1.6,,,12.535,0.01,11.694,0.01,,,12.081,0.03,11.429,0.01,11.211,0.01,,,10.112,0.024,9.671,0.022,9.551,0.023,5157,3.51,-0.597,2.734,0.92,0.038,443.1,0.031
125,125,125,125,125,125,201624192,11 04 16.161,+02 24 59.57,1,15.51,,,,11041616+0224595,1462-301-4-0272-0114,EXTENDED,gri,-6,3,-2,3,,,,,,,18.36,0.032,16.454,0.004,15.535,0.003,15.105,0.003,14.768,0.007,14.76,0.086,14.063,0.09,13.551,0.07,,,,,,,,
126,126,126,126,126,126,201624348,11 06 20.248,+02 25 07.58,1,17.128,,,463-048197,11062024+0225072,1462-301-4-0275-0169,STAR,JHK,3.2,5.6,-10.6,5.3,,,,,,,,,,,,,,,,,15.211,0.047,14.532,0.047,14.453,0.09,4222,4.758,-0.193,0.503,0.556,4.213,687.9,0.033
127,127,127,127,127,127,201624554,11 04 20.934,+02 25 19.70,1,16.645,,,,11042093+0225197,1462-301-4-0272-0138,STAR,gri,-32,3,-62,3,,,,,,,21.071,0.095,18.442,0.007,17.046,0.005,15.875,0.004,15.242,0.006,13.96,0.024,13.381,0.027,13.152,0.037,3642,5.002,-0.061,0.275,0.284,12.98,168.4,0.022
128,128,128,128,128,128,201624715,11 05 10.342,+02 25 29.45,1,15.575,,,463-048163,11051036+0225294,1462-301-4-0273-0123,STAR,JHK,-77.5,6.1,-60.1,5.9,,,,,,,,,,,,,,,,,13.149,0.027,12.509,0.026,12.231,0.025,3578,5.019,-0.042,0.256,0.259,13.79,106.1,0.021
129,129,129,129,129,129,201624733,11 01 02.854,+02 25 30.47,1,17.015,,,463-048065,11010283+0225300,1462-301-4-0266-0217,STAR,JHK,1.9,17.8,1.3,17.8,,,,,,,,,,,,,,,,,15.172,0.056,14.588,0.067,14.437,0.09,4179,4.781,-0.221,0.473,0.528,4.141,626.1,0.032
130,130,130,130,130,130,201624809,11 00 42.713,+02 25 34.22,1,17.017,,,,11004271+0225342,1462-301-4-0266-0174,STAR,gri,-21,3,14,3,,,,,,,20.597,0.065,18.021,0.006,16.954,0.005,16.586,0.005,16.373,0.009,15.284,0.057,14.656,0.049,14.633,0.101,4384,4.753,-0.435,0.522,0.57,3.878,751.5,0.031
131,131,131,131,131,131,201624850,10 59 55.276,+02 25 36.72,1,15.014,,,463-048031,10595528+0225368,1462-301-4-0264-0086,STAR,gri,14.1,2.2,21.8,5.4,,,16.735,0.07,15.463,0.04,,,16.137,0.01,14.991,0.04,14.533,0.05,,,13.214,0.026,12.627,0.028,12.444,0.031,4277,4.752,-0.232,0.529,0.591,3.814,282.1,0.032
132,132,132,132,132,132,201625124,11 07 26.252,+02 25 52.09,1,17.655,,,,11072625+0225520,1462-301-4-0277-0168,EXTENDED,gri,-2,3,-1,3,,,,,,,20.326,0.115,18.695,0.013,17.683,0.008,17.21,0.008,16.829,0.023,16.461,0.128,15.656,0.167,15.247,0.188,,,,,,,,
133,133,133,133,133,133,201625204,11 04 00.855,+02 25 56.46,1,9.923,,262-198-1,463-048136,11040085+0225563,,STAR,gri,-29.8,1.3,16.5,1.3,,,11.006,0.067,10.192,0.044,,,10.528,0.03,9.934,0.05,9.664,0.07,,,8.64,0.032,8.251,0.049,8.163,0.021,5247,2.497,-0.807,8.728,0.906,0.001,702.5,0.028
134,134,134,134,134,134,201625307,11 01 00.408,+02 26 01.78,1,15.996,,,463-048064,11010041+0226017,1462-301-4-0266-0124,STAR,BV,-23.7,2.9,-54.4,3.8,,,16.939,0.09,16.168,0.06,,,16.507,0.06,,,,,,,14.805,0.038,14.474,0.056,14.323,0.078,5802,4.584,-1.625,0.702,0.699,1.953,1135,0.028
135,135,135,135,135,135,201625498,11 06 48.462,+02 26 12.00,1,18.194,,,,11064846+0226120,1462-301-4-0276-0125,EXTENDED,gri,1,3,-1,3,,,,,,,19.668,0.046,18.822,0.011,18.338,0.01,17.925,0.01,17.861,0.036,16.788,0.161,15.736,0.152,,,,,,,,,,
136,136,136,136,136,136,201625499,11 02 15.197,+02 26 12.04,1,15.773,,,463-048100,11021519+0226120,1462-301-4-0268-0058,STAR,gri,-4.5,2.6,-3.7,2.9,,,16.855,0.04,16.026,0.08,,,16.384,0.03,15.717,0.07,15.511,0.11,,,14.282,0.04,13.746,0.036,13.694,0.051,5057,4.548,-0.483,0.797,0.807,1.603,927.2,0.035
137,137,137,137,137,137,201625547,11 06 51.139,+02 26 14.84,1,17.806,,,,11065113+0226148,1462-301-4-0276-0132,EXTENDED,gri,1,3,3,3,,,,,,,20.016,0.067,18.705,0.011,17.848,0.008,17.421,0.008,17.149,0.023,16.45,0.125,15.737,0.158,15.252,0.175,,,,,,,,
138,138,138,138,138,138,201625634,11 01 52.713,+02 26 19.98,1,16.027,,,,11015271+0226199,1462-301-4-0268-0084,EXTENDED,gri,4,3,-2,3,,,,,,,17.867,0.021,16.678,0.004,16.122,0.004,15.748,0.004,15.521,0.011,15.629,0.119,14.954,0.142,14.385,0.127,,,,,,,,
139,139,139,139,139,139,201625699,11 05 47.132,+02 26 23.47,1,17.041,,,,11054713+0226234,1462-301-4-0274-0164,EXTENDED,gri,,,,,,,,,,,20.033,0.106,18.053,0.01,17.157,0.007,16.607,0.006,16.286,0.019,15.755,0.112,14.765,0.127,14.439,0.112,,,,,,,,
140,140,140,140,140,140,201625788,10 59 12.982,+02 26 28.35,1,14.227,,,463-048006,10591296+0226285,,STAR,gri,-9.6,2.5,1.5,2.7,,,15.498,0.05,14.467,0.01,,,14.957,0.02,14.17,0.01,13.915,0.07,,,12.736,0.022,12.22,0.024,12.144,0.023,4930,4.553,-0.218,0.802,0.84,1.556,444.9,0.03
141,141,141,141,141,141,201625791,11 05 47.114,+02 26 28.40,1,16.639,,,,11054711+0226283,1462-301-4-0274-0165,EXTENDED,gri,,,,,,,,,,,19.459,0.102,17.655,0.01,16.706,0.007,16.204,0.007,15.833,0.019,15.868,0.122,15.075,0.136,14.411,0.134,,,,,,,,
142,142,142,142,142,142,201625838,11 05 19.494,+02 26 30.81,1,19.279,,,,11051949+0226308,1462-301-4-0273-0217,STAR,gri,-19,5,-70,5,,,,,,,25.552,0.756,21.184,0.049,19.63,0.018,18.463,0.011,17.816,0.024,16.214,0.102,16.048,0.191,,,,,,,,,,
143,143,143,143,143,143,201626283,11 05 56.018,+02 26 56.84,1,16.843,,,,11055601+0226568,1462-301-4-0274-0176,STAR,gri,-69,3,13,3,,,,,,,21.503,0.137,18.561,0.008,17.143,0.005,16.107,0.004,15.552,0.006,14.243,0.024,13.65,0.04,13.436,0.043,3449,5.046,0.066,0.233,0.22,17.32,149.4,0.021
144,144,144,144,144,144,201626391,10 58 54.666,+02 27 03.72,1,17.181,,,,10585466+0227037,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.707,0.079,15.197,0.11,14.608,0.112,3627,5.004,-0.125,0.248,0.267,14.38,350.6,0.03
145,145,145,145,145,145,201626581,10 59 29.893,+02 27 15.41,1,18.003,,,,10592989+0227154,1462-301-4-0264-0178,EXTENDED,gri,3,3,-4,3,,,,,,,22.279,0.556,19.457,0.021,17.907,0.009,17.38,0.009,17.04,0.024,16.019,0.104,15.244,0.113,14.717,0.135,,,,,,,,
146,146,146,146,146,146,201626695,11 07 35.846,+02 27 21.87,1,11.116,,262-7-1,463-048224,11073584+0227218,,STAR,gri,-31,1.4,8.3,1.4,,,11.514,0.085,11.152,0.097,,,11.272,0.04,11.064,0.11,10.951,0.07,,,10.244,0.026,10.061,0.023,10.01,0.025,6527,4.178,-0.071,1.497,1.267,0.367,343.7,0.031
147,147,147,147,147,147,201626734,11 03 28.374,+02 27 23.88,1,14.219,,,463-048126,11032837+0227238,1462-301-4-0270-0073,STAR,gri,-9.1,3.1,10.1,4.1,,,16.212,0.08,14.765,0.02,,,15.579,0.03,14.225,0.03,13.637,0.08,,,12.118,0.022,11.444,0.024,11.256,0.019,3937,4.873,-0.063,0.41,0.465,6.395,124.8,0.021
148,148,148,148,148,148,201626759,11 05 12.102,+02 27 25.36,1,16.732,,,,11051210+0227253,1462-301-4-0273-0131,EXTENDED,gri,-8,3,-6,3,,,,,,,18.81,0.034,17.366,0.006,16.792,0.005,16.46,0.005,16.212,0.015,15.995,0.105,15.477,0.134,14.993,0.168,,,,,,,,
149,149,149,149,149,149,201626995,11 05 41.766,+02 27 38.95,1,12.485,,,463-048182,11054176+0227389,,STAR,gri,7.1,1.3,-24.6,2.6,,,13.502,0.02,12.716,0.02,,,13.111,0.04,12.481,0.05,12.217,0.1,,,11.175,0.021,10.697,0.021,10.595,0.021,5130,3.381,-0.759,3.086,0.886,0.028,790.9,0.029
150,150,150,150,150,150,201627039,11 02 01.703,+02 27 42.07,1,19.433,,,,,1462-301-4-0268-0107,STAR,gri,-1,4,-4,4,,,,,,,19.798,0.038,19.469,0.013,19.421,0.016,19.232,0.018,19.192,0.067,,,,,,,,,,,,,,
151,151,151,151,151,151,201627067,11 02 24.943,+02 27 43.11,1,15.316,,,,11022494+0227431,1462-301-4-0269-0065,EXTENDED,gri,1,3,6,3,,,,,,,17.924,0.024,16.173,0.004,15.337,0.003,14.949,0.003,14.637,0.006,14.816,0.084,14.106,0.108,13.856,0.092,,,,,,,,
152,152,152,152,152,152,201627218,11 06 25.050,+02 27 51.95,1,18.407,,,,11062505+0227519,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.842,0.178,15.856,0.201,14.998,0.157,3672,5.016,-0.23,0.259,0.269,13.15,610.8,0.033
153,153,153,153,153,153,201627462,11 07 43.433,+02 28 04.92,1,18.487,,,,,1462-301-4-0277-0130,STAR,gri,0,3,5,3,,,,,,,18.789,0.021,18.527,0.008,18.474,0.009,18.441,0.011,18.312,0.036,,,,,,,,,,,,,,
154,154,154,154,154,154,201627648,11 04 45.147,+02 28 15.19,1,17.505,,,,11044514+0228151,1462-301-4-0273-0079,EXTENDED,gri,-2,3,-2,3,,,,,,,20.1,0.085,18.463,0.011,17.544,0.007,17.095,0.007,16.748,0.02,16.225,0.126,15.374,0.132,14.861,0.148,,,,,,,,
155,155,155,155,155,155,201627734,11 04 25.685,+02 28 19.91,1,11.545,,262-176-1,463-048144,11042569+0228198,,STAR,gri,-13.2,1.9,-18.6,1.7,,,12.481,0.241,12.034,0.21,,,11.857,0.02,11.512,0.02,11.411,0.1,,,10.577,0.023,10.272,0.024,10.23,0.019,6178,4.151,-0.284,1.344,1.064,0.369,341.6,0.03
156,156,156,156,156,156,201627768,11 07 01.337,+02 28 21.56,1,13.876,,,463-048209,11070133+0228215,1462-301-4-0276-0064,STAR,gri,-16.2,8.5,-52.1,11.5,,,15.222,0.07,14.244,0.11,,,14.732,0.03,13.875,0.11,13.509,0.08,,,12.373,0.027,11.793,0.024,11.692,0.027,4653,4.659,-0.243,0.641,0.687,2.567,260.9,0.028
157,157,157,157,157,157,201627847,11 05 03.980,+02 28 26.76,1,17.298,,,,11050397+0228267,1462-301-4-0273-0108,STAR,gri,-28,5,42,5,,,,,,,22.02,0.208,19.548,0.015,18.04,0.007,16.334,0.005,15.394,0.006,13.832,0.033,13.18,0.032,12.987,0.037,3500,5.089,-0.184,0.202,0.189,21.48,109.3,0.028
158,158,158,158,158,158,201628072,11 00 36.283,+02 28 38.43,1,17.018,,,,11003628+0228384,1462-301-4-0266-0152,STAR,gri,25,3,-32,3,,,,,,,21.699,0.15,18.747,0.009,17.304,0.005,16.277,0.004,15.711,0.007,14.385,0.033,13.809,0.039,13.598,0.047,3450,5.042,0.091,0.24,0.23,16.73,164.1,0.027
